file,line,method,discovery_reason,status,text
ui/card_info_view.gd,652,_toggle_help,visual_literal,UNREVIEWED,"mask.color = Color(0, 0, 0, 0.5019608)"
ui/card_info_view.gd,653,_toggle_help,visual_literal,UNREVIEWED,"mask.position = (DESIGN_SIZE - Vector2(10000, 10000)) * 0.5"
ui/card_info_view.gd,654,_toggle_help,visual_literal,UNREVIEWED,"mask.size = Vector2(10000, 10000)"
ui/card_info_view.gd,666,_toggle_help,visual_literal,UNREVIEWED,"_help_overlay.add_child(_help_bubble(""RARE"", Vector2(670, 340), Vector2(600, 200), VERTICAL_ALIGNMENT_BOTTOM))"
ui/card_info_view.gd,667,_toggle_help,visual_literal,UNREVIEWED,"_help_overlay.add_child(_help_bubble(""MAIN"", Vector2(1348, 1336), Vector2(600, 200)))"
ui/card_info_view.gd,668,_toggle_help,visual_literal,UNREVIEWED,"_help_overlay.add_child(_help_bubble(""EQUIP"", Vector2(2133.4, 1380), Vector2(1114.6, 200)))"
ui/card_info_view.gd,669,_toggle_help,visual_literal,UNREVIEWED,"_help_overlay.add_child(_help_bubble(""EQUIP_SLOT"", Vector2(2056, 310), Vector2(1200, 200), VERTICAL_ALIGNMENT_BOTTOM))"
ui/card_info_view.gd,683,_help_bubble,visual_literal,UNREVIEWED,"bubble.add_theme_color_override(""default_color"", Color(0.94509804, 0.87163, 0.7504079))"
ui/card_metal.gdshader,12,<file>,visual_literal,UNREVIEWED,uniform float bump_scale = 0.3680556;
ui/card_metal.gdshader,13,<file>,visual_literal,UNREVIEWED,uniform float gloss_scale = 0.75;
ui/card_metal.gdshader,18,<file>,visual_literal,UNREVIEWED,uniform float camera_half_height = 5.0;
ui/card_widget.gd,31,<file>,constant;visual_literal,UNREVIEWED,"const CARD_SIZE := Vector2(194, 422)"
ui/card_widget.gd,32,<file>,constant;visual_literal,UNREVIEWED,"const SUDAN_CARD_SIZE := Vector2(185, 330)"
ui/card_widget.gd,37,<file>,constant,UNREVIEWED,const SELECTED_LIFT := 50.0
ui/card_widget.gd,38,<file>,constant,UNREVIEWED,const HOVER_Z_INDEX := 20
ui/card_widget.gd,42,<file>,constant,UNREVIEWED,const DRAG_Z_INDEX := 300
ui/card_widget.gd,44,<file>,constant,UNREVIEWED,const HOLD_HINT_SECONDS := 0.2
ui/card_widget.gd,54,<file>,visual_literal,UNREVIEWED,var _press_position := Vector2.ZERO
ui/card_widget.gd,56,<file>,visual_literal,UNREVIEWED,var _drag_selected_position := Vector2.ZERO
ui/card_widget.gd,58,<file>,visual_literal,UNREVIEWED,var _drag_selected_scale := Vector2.ONE
ui/card_widget.gd,73,<file>,motion,UNREVIEWED,var _pose_tween: Tween
ui/card_widget.gd,80,<file>,visual_literal,UNREVIEWED,var _candidate_scale := 1.0
ui/card_widget.gd,81,<file>,visual_literal,UNREVIEWED,var _hand_height_extra := 0.0
ui/card_widget.gd,82,<file>,visual_literal,UNREVIEWED,var _applied_candidate_scale := 1.0
ui/card_widget.gd,113,set_candidate_highlight,visual_literal,UNREVIEWED,_candidate_scale = 1.1 if matches else 1.0
ui/card_widget.gd,120,reset_candidate_scale,visual_literal,UNREVIEWED,_candidate_scale = 1.0
ui/card_widget.gd,131,_advance_card_flash,visual_literal,UNREVIEWED,"# [SRC: CardFlashController.Update 0x52e330; CardNew.prefab speed=3,"
ui/card_widget.gd,166,_apply_metal_surface,visual_literal,UNREVIEWED,"var emission: Vector3 = [Vector3(0.14150941, 0.14150941, 0.14150941),"
ui/card_widget.gd,167,_apply_metal_surface,visual_literal,UNREVIEWED,"Vector3(0.0, 0.04861112, 0.11458), Vector3.ZERO,"
ui/card_widget.gd,168,_apply_metal_surface,visual_literal,UNREVIEWED,"Vector3(0.04513899, 0.04513899, 0.02083)][tier]"
ui/card_widget.gd,170,_apply_metal_surface,visual_literal,UNREVIEWED,"emission = Vector3(0.0, 0.02430556, 0.08333)"
ui/card_widget.gd,206,_ready,visual_literal,UNREVIEWED,"offset_transform_pivot_ratio = Vector2(0.5, 0.5)"
ui/card_widget.gd,215,set_hand_pose,visual_literal,UNREVIEWED,"func set_hand_pose(target_position: Vector2, target_rotation: float, order: int) -> void:"
ui/card_widget.gd,217,set_hand_pose,visual_literal,UNREVIEWED,_hand_height_extra = 0.0
ui/card_widget.gd,246,set_presentation_paused,motion,UNREVIEWED,_kill_pose_tween()
ui/card_widget.gd,279,set_hand_draw_order,motion,UNREVIEWED,"## There is no right-deck travel, stagger or alpha tween in this chain."
ui/card_widget.gd,285,play_deal_in,motion,UNREVIEWED,_kill_pose_tween()
ui/card_widget.gd,294,play_hand_reflow,visual_literal,UNREVIEWED,"_source_scale: Vector2 = Vector2.ZERO,"
ui/card_widget.gd,299,play_hand_reflow,motion,UNREVIEWED,_kill_pose_tween()
ui/card_widget.gd,303,_kill_pose_tween,motion,UNREVIEWED,func _kill_pose_tween() -> void:
ui/card_widget.gd,304,_kill_pose_tween,motion,UNREVIEWED,if _pose_tween != null and _pose_tween.is_valid():
ui/card_widget.gd,305,_kill_pose_tween,motion,UNREVIEWED,_pose_tween.kill()
ui/card_widget.gd,306,_kill_pose_tween,motion,UNREVIEWED,_pose_tween = null
ui/card_widget.gd,311,_finish_hand_motion,motion,UNREVIEWED,_pose_tween = null
ui/card_widget.gd,312,_finish_hand_motion,visual_literal,UNREVIEWED,offset_transform_position = Vector2.ZERO
ui/card_widget.gd,314,_finish_hand_motion,visual_literal,UNREVIEWED,offset_transform_scale = Vector2.ONE
ui/card_widget.gd,336,_style_for_card,visual_literal,UNREVIEWED,"style.bg_color = Color(""#ead69a"")"
ui/card_widget.gd,343,_style_for_card,visual_literal,UNREVIEWED,"style.bg_color = Color(""#f5e5b4"")"
ui/card_widget.gd,347,_get_drag_data,visual_literal,UNREVIEWED,func _get_drag_data(at_position: Vector2) -> Variant:
ui/card_widget.gd,355,_get_drag_data,visual_literal,UNREVIEWED,_drag_selected_position = Vector2.ZERO
ui/card_widget.gd,357,_get_drag_data,visual_literal,UNREVIEWED,_drag_selected_scale = Vector2.ONE
ui/card_widget.gd,386,normalized_drag_grab_offset,visual_literal,UNREVIEWED,func normalized_drag_grab_offset(at_position: Vector2) -> Vector2:
ui/card_widget.gd,395,_drag_descendant_bounds,visual_literal,UNREVIEWED,"var bounds := Rect2(relative * Vector2.ZERO, Vector2.ZERO)"
ui/card_widget.gd,396,_drag_descendant_bounds,visual_literal,UNREVIEWED,"for corner in [Vector2(node.size.x, 0), node.size, Vector2(0, node.size.y)]:"
ui/card_widget.gd,434,_can_drop_data,visual_literal,UNREVIEWED,"func _can_drop_data(at_position: Vector2, data: Variant) -> bool:"
ui/card_widget.gd,454,_drop_data,visual_literal,UNREVIEWED,"func _drop_data(at_position: Vector2, data: Variant) -> void:"
ui/card_widget.gd,468,_drop_target_point,visual_literal,UNREVIEWED,"func _drop_target_point(target: Node, at_position: Vector2) -> Vector2:"
ui/card_widget.gd,567,_hide_source_for_drag,motion,UNREVIEWED,_kill_pose_tween()
ui/card_widget.gd,570,_hide_source_for_drag,visual_literal,UNREVIEWED,offset_transform_position = Vector2.ZERO
ui/card_widget.gd,571,_hide_source_for_drag,visual_literal,UNREVIEWED,offset_transform_scale = Vector2.ONE
ui/card_widget.gd,591,make_drag_preview,visual_literal,UNREVIEWED,"initial_position: Vector2 = Vector2.ZERO,"
ui/card_widget.gd,593,make_drag_preview,visual_literal,UNREVIEWED,"initial_scale: Vector2 = Vector2.ONE,"
ui/card_widget.gd,600,make_drag_preview,visual_literal,UNREVIEWED,"modulate = Color(1, 1, 1, 0.6)"
ui/card_widget.gd,603,make_drag_preview,visual_literal,UNREVIEWED,"offset_transform_pivot_ratio = Vector2(0.5, 0.5)"
ui/card_widget.gd,636,_apply_rest_pose,motion,UNREVIEWED,_kill_pose_tween()
ui/card_widget.gd,637,_apply_rest_pose,visual_literal,UNREVIEWED,"var base_position := position + Vector2(0, _hand_height_extra * (_applied_candidate_scale + 1.0) * 0.5)"
ui/card_widget.gd,638,_apply_rest_pose,visual_literal,UNREVIEWED,"_hand_height_extra = 100.0 if drag_source == ""hand"" and (_hover_lifted or _selected) else 0.0"
ui/card_widget.gd,640,_apply_rest_pose,visual_literal,UNREVIEWED,"size = _card_size + Vector2(0, _hand_height_extra)"
ui/card_widget.gd,642,_apply_rest_pose,visual_literal,UNREVIEWED,"position = base_position - Vector2(0, _hand_height_extra * (_candidate_scale + 1.0) * 0.5)"
ui/card_widget.gd,644,_apply_rest_pose,visual_literal,UNREVIEWED,scale = Vector2.ONE * _candidate_scale
ui/card_widget.gd,646,_apply_rest_pose,visual_literal,UNREVIEWED,"_visual_face.position = Vector2(0, _hand_height_extra * 0.5)"
ui/card_widget.gd,647,_apply_rest_pose,visual_literal,UNREVIEWED,offset_transform_position = Vector2.ZERO
ui/card_widget.gd,649,_apply_rest_pose,visual_literal,UNREVIEWED,offset_transform_scale = Vector2.ONE
ui/card_widget.gd,693,_surface_color,visual_literal,UNREVIEWED,"return Color(0.83137256, 0.7647059, 0.79607844, 1)"
ui/card_widget.gd,695,_surface_color,visual_literal,UNREVIEWED,"2: return Color(0.7048611, 0.8541666, 1, 1)"
ui/card_widget.gd,696,_surface_color,visual_literal,UNREVIEWED,"3: return Color(0.944445, 0.8506945, 0.798611, 1)"
ui/card_widget.gd,697,_surface_color,visual_literal,UNREVIEWED,"4: return Color(1, 0.8333333, 0.63888, 1)"
ui/card_widget.gd,698,_surface_color,visual_literal,UNREVIEWED,"_: return Color(0.6901961, 0.6039216, 0.92156863, 1)"
ui/card_widget.gd,731,_rebuild,visual_literal,UNREVIEWED,"var selection_outline := _face_texture(""Outline"", load(""res://assets/original/ui/card_outline_new.png""), Rect2(-31, -73.5, 256, 525))"
ui/card_widget.gd,733,_rebuild,visual_literal,UNREVIEWED,"var background := _face_texture(""RarityFrame"", _rarity_frame_texture(), Rect2(Vector2.ZERO, CARD_SIZE))"
ui/card_widget.gd,738,_rebuild,visual_literal,UNREVIEWED,"_face_texture(""CardArt"", art_texture, Rect2(Vector2.ZERO, CARD_SIZE))"
ui/card_widget.gd,742,_rebuild,visual_literal,UNREVIEWED,"title.position = Vector2(9.5, 15)"
ui/card_widget.gd,743,_rebuild,visual_literal,UNREVIEWED,"title.size = Vector2(175, 40)"
